state,county,damageCategory,structureType,typeOfResidency,foundationType,actualAmountPaid,numberOfProperties,propertyAction,propertyPartOfProject,programFy,date_approved_proxy,totalMitigationCost
Oklahoma,Grady,Unknown,Single Family,Unknown,Crawl Space,2000.0,6,Safe Room/Wind Shelter,1.0,2017,2017-09-30,12000.0
Oklahoma,Lincoln,Unknown,Single Family,Unknown,Crawl Space,1883.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1883.0
Oklahoma,Lincoln,Unknown,Single Family,Unknown,Crawl Space,1950.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1950.0
Oklahoma,Lincoln,Unknown,Single Family,Unknown,Crawl Space,1926.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1926.0
Oklahoma,Lincoln,Unknown,Single Family,Unknown,Crawl Space,1930.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1930.0
Oklahoma,Lincoln,Unknown,Single Family,Unknown,Crawl Space,1950.0,2,Safe Room/Wind Shelter,1.0,2017,2017-09-30,3900.0
Oklahoma,Lincoln,Unknown,Single Family,Unknown,Crawl Space,2000.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,2000.0
Oklahoma,Lincoln,Unknown,Single Family,Unknown,Crawl Space,2000.0,2,Safe Room/Wind Shelter,1.0,2017,2017-09-30,4000.0
Oklahoma,Lincoln,Unknown,Single Family,Unknown,Crawl Space,1875.0,2,Safe Room/Wind Shelter,1.0,2017,2017-09-30,3750.0
Oklahoma,Major,Unknown,Single Family,Unknown,Crawl Space,2000.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,2000.0
Oklahoma,Major,Unknown,Single Family,Unknown,Crawl Space,2000.0,2,Safe Room/Wind Shelter,1.0,2017,2017-09-30,4000.0
Oklahoma,Mcclain,Unknown,Single Family,Unknown,Crawl Space,2000.0,2,Safe Room/Wind Shelter,1.0,2017,2017-09-30,4000.0
Oklahoma,Mcclain,Unknown,Single Family,Unknown,Crawl Space,2000.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,2000.0
Oklahoma,Mcclain,Unknown,Single Family,Unknown,Crawl Space,1762.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1762.0
Oklahoma,Grady,Unknown,Single Family,Unknown,"Elevated On Piers, Piles, Posts Or Columns",2000.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,2000.0
Oklahoma,Carter,Unknown,Single Family,Unknown,Other (Specify In Comments),2000.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,2000.0
Oklahoma,Carter,Unknown,Single Family,Unknown,Slab On Grade,1837.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1837.0
Oklahoma,Carter,Unknown,Single Family,Unknown,Slab On Grade,1875.0,3,Safe Room/Wind Shelter,1.0,2017,2017-09-30,5625.0
Oklahoma,Carter,Unknown,Single Family,Unknown,Slab On Grade,2000.0,17,Safe Room/Wind Shelter,1.0,2017,2017-09-30,34000.0
Oklahoma,Carter,Unknown,Single Family,Unknown,Slab On Grade,1987.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1987.0
Oklahoma,Carter,Unknown,Single Family,Unknown,Slab On Grade,2000.0,2,Safe Room/Wind Shelter,1.0,2017,2017-09-30,4000.0
Oklahoma,Creek,Unknown,Single Family,Unknown,Slab On Grade,1638.0,2,Safe Room/Wind Shelter,1.0,2017,2017-09-30,3276.0
Oklahoma,Creek,Unknown,Single Family,Unknown,Slab On Grade,1874.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1874.0
Oklahoma,Creek,Unknown,Single Family,Unknown,Slab On Grade,1876.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1876.0
Oklahoma,Creek,Unknown,Single Family,Unknown,Slab On Grade,1899.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1899.0
Oklahoma,Creek,Unknown,Single Family,Unknown,Slab On Grade,1928.0,7,Safe Room/Wind Shelter,1.0,2017,2017-09-30,13496.0
Oklahoma,Creek,Unknown,Single Family,Unknown,Slab On Grade,1940.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1940.0
Oklahoma,Creek,Unknown,Single Family,Unknown,Slab On Grade,1960.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1960.0
Oklahoma,Creek,Unknown,Single Family,Unknown,Slab On Grade,2000.0,15,Safe Room/Wind Shelter,1.0,2017,2017-09-30,30000.0
Oklahoma,Creek,Unknown,Single Family,Unknown,Slab On Grade,1918.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1918.0
Oklahoma,Creek,Unknown,Single Family,Unknown,Slab On Grade,1928.0,2,Safe Room/Wind Shelter,1.0,2017,2017-09-30,3856.0
Oklahoma,Creek,Unknown,Single Family,Unknown,Slab On Grade,1930.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1930.0
Oklahoma,Creek,Unknown,Single Family,Unknown,Slab On Grade,2000.0,8,Safe Room/Wind Shelter,1.0,2017,2017-09-30,16000.0
Oklahoma,Creek,Unknown,Single Family,Unknown,Slab On Grade,1928.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1928.0
Oklahoma,Creek,Unknown,Single Family,Unknown,Slab On Grade,2000.0,2,Safe Room/Wind Shelter,1.0,2017,2017-09-30,4000.0
Oklahoma,Creek,Unknown,Single Family,Unknown,Slab On Grade,1927.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1927.0
Oklahoma,Creek,Unknown,Single Family,Unknown,Slab On Grade,2000.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,2000.0
Oklahoma,Creek,Unknown,Single Family,Unknown,Slab On Grade,2000.0,4,Safe Room/Wind Shelter,1.0,2017,2017-09-30,8000.0
Oklahoma,Creek,Unknown,Single Family,Unknown,Slab On Grade,2000.0,5,Safe Room/Wind Shelter,1.0,2017,2017-09-30,10000.0
Oklahoma,Garvin,Unknown,Single Family,Unknown,Slab On Grade,2000.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,2000.0
Oklahoma,Grady,Unknown,Single Family,Unknown,Slab On Grade,1845.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1845.0
Oklahoma,Grady,Unknown,Single Family,Unknown,Slab On Grade,1875.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1875.0
Oklahoma,Grady,Unknown,Single Family,Unknown,Slab On Grade,1946.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1946.0
Oklahoma,Grady,Unknown,Single Family,Unknown,Slab On Grade,1950.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1950.0
Oklahoma,Grady,Unknown,Single Family,Unknown,Slab On Grade,2000.0,23,Safe Room/Wind Shelter,1.0,2017,2017-09-30,46000.0
Oklahoma,Grady,Unknown,Single Family,Unknown,Slab On Grade,2000.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,2000.0
Oklahoma,Grady,Unknown,Single Family,Unknown,Slab On Grade,1725.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1725.0
Oklahoma,Grady,Unknown,Single Family,Unknown,Slab On Grade,1788.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1788.0
Oklahoma,Grady,Unknown,Single Family,Unknown,Slab On Grade,1950.0,2,Safe Room/Wind Shelter,1.0,2017,2017-09-30,3900.0
Oklahoma,Grady,Unknown,Single Family,Unknown,Slab On Grade,1958.0,2,Safe Room/Wind Shelter,1.0,2017,2017-09-30,3916.0
Oklahoma,Grady,Unknown,Single Family,Unknown,Slab On Grade,1975.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1975.0
Oklahoma,Grady,Unknown,Single Family,Unknown,Slab On Grade,2000.0,61,Safe Room/Wind Shelter,1.0,2017,2017-09-30,122000.0
Oklahoma,Grady,Unknown,Single Family,Unknown,Slab On Grade,2000.0,3,Safe Room/Wind Shelter,1.0,2017,2017-09-30,6000.0
Oklahoma,Grady,Unknown,Single Family,Unknown,Slab On Grade,1740.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1740.0
Oklahoma,Grady,Unknown,Single Family,Unknown,Slab On Grade,2000.0,11,Safe Room/Wind Shelter,1.0,2017,2017-09-30,22000.0
Oklahoma,Grady,Unknown,Single Family,Unknown,Slab On Grade,2000.0,4,Safe Room/Wind Shelter,1.0,2017,2017-09-30,8000.0
Oklahoma,Grady,Unknown,Single Family,Unknown,Slab On Grade,1762.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1762.0
Oklahoma,Grady,Unknown,Single Family,Unknown,Slab On Grade,1809.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1809.0
Oklahoma,Grady,Unknown,Single Family,Unknown,Slab On Grade,1822.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1822.0
Oklahoma,Grady,Unknown,Single Family,Unknown,Slab On Grade,1860.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1860.0
Oklahoma,Grady,Unknown,Single Family,Unknown,Slab On Grade,1896.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1896.0
Oklahoma,Grady,Unknown,Single Family,Unknown,Slab On Grade,1938.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1938.0
Oklahoma,Grady,Unknown,Single Family,Unknown,Slab On Grade,1958.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1958.0
Oklahoma,Grady,Unknown,Single Family,Unknown,Slab On Grade,1987.0,4,Safe Room/Wind Shelter,1.0,2017,2017-09-30,7948.0
Oklahoma,Grady,Unknown,Single Family,Unknown,Slab On Grade,2000.0,67,Safe Room/Wind Shelter,1.0,2017,2017-09-30,134000.0
Oklahoma,Lincoln,Unknown,Single Family,Unknown,Slab On Grade,2000.0,2,Safe Room/Wind Shelter,1.0,2017,2017-09-30,4000.0
Oklahoma,Lincoln,Unknown,Single Family,Unknown,Slab On Grade,2000.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,2000.0
Oklahoma,Lincoln,Unknown,Single Family,Unknown,Slab On Grade,1875.0,2,Safe Room/Wind Shelter,1.0,2017,2017-09-30,3750.0
Oklahoma,Lincoln,Unknown,Single Family,Unknown,Slab On Grade,1950.0,2,Safe Room/Wind Shelter,1.0,2017,2017-09-30,3900.0
Oklahoma,Lincoln,Unknown,Single Family,Unknown,Slab On Grade,1982.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1982.0
Oklahoma,Lincoln,Unknown,Single Family,Unknown,Slab On Grade,2000.0,13,Safe Room/Wind Shelter,1.0,2017,2017-09-30,26000.0
Oklahoma,Lincoln,Unknown,Single Family,Unknown,Slab On Grade,1928.0,2,Safe Room/Wind Shelter,1.0,2017,2017-09-30,3856.0
Oklahoma,Lincoln,Unknown,Single Family,Unknown,Slab On Grade,2000.0,6,Safe Room/Wind Shelter,1.0,2017,2017-09-30,12000.0
Oklahoma,Lincoln,Unknown,Single Family,Unknown,Slab On Grade,1875.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1875.0
Oklahoma,Lincoln,Unknown,Single Family,Unknown,Slab On Grade,2000.0,5,Safe Room/Wind Shelter,1.0,2017,2017-09-30,10000.0
Oklahoma,Lincoln,Unknown,Single Family,Unknown,Slab On Grade,1999.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1999.0
Oklahoma,Logan,Unknown,Single Family,Unknown,Slab On Grade,1946.0,3,Safe Room/Wind Shelter,1.0,2017,2017-09-30,5838.0
Oklahoma,Logan,Unknown,Single Family,Unknown,Slab On Grade,2000.0,19,Safe Room/Wind Shelter,1.0,2017,2017-09-30,38000.0
Oklahoma,Major,Unknown,Single Family,Unknown,Slab On Grade,2000.0,3,Safe Room/Wind Shelter,1.0,2017,2017-09-30,6000.0
Oklahoma,Major,Unknown,Single Family,Unknown,Slab On Grade,1509.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1509.0
Oklahoma,Major,Unknown,Single Family,Unknown,Slab On Grade,2000.0,16,Safe Room/Wind Shelter,1.0,2017,2017-09-30,32000.0
Oklahoma,Major,Unknown,Single Family,Unknown,Slab On Grade,2000.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,2000.0
Oklahoma,Major,Unknown,Single Family,Unknown,Slab On Grade,1986.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1986.0
Oklahoma,Major,Unknown,Single Family,Unknown,Slab On Grade,2000.0,6,Safe Room/Wind Shelter,1.0,2017,2017-09-30,12000.0
Oklahoma,Mcclain,Unknown,Single Family,Unknown,Slab On Grade,1633.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1633.0
Oklahoma,Mcclain,Unknown,Single Family,Unknown,Slab On Grade,1638.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1638.0
Oklahoma,Mcclain,Unknown,Single Family,Unknown,Slab On Grade,1762.0,2,Safe Room/Wind Shelter,1.0,2017,2017-09-30,3524.0
Oklahoma,Mcclain,Unknown,Single Family,Unknown,Slab On Grade,1784.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1784.0
Oklahoma,Mcclain,Unknown,Single Family,Unknown,Slab On Grade,1822.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1822.0
Oklahoma,Mcclain,Unknown,Single Family,Unknown,Slab On Grade,1866.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1866.0
Oklahoma,Mcclain,Unknown,Single Family,Unknown,Slab On Grade,1890.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1890.0
Oklahoma,Mcclain,Unknown,Single Family,Unknown,Slab On Grade,1946.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1946.0
Oklahoma,Mcclain,Unknown,Single Family,Unknown,Slab On Grade,1999.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1999.0
Oklahoma,Mcclain,Unknown,Single Family,Unknown,Slab On Grade,2000.0,23,Safe Room/Wind Shelter,1.0,2017,2017-09-30,46000.0
Oklahoma,Mcclain,Unknown,Single Family,Unknown,Slab On Grade,2000.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,2000.0
Oklahoma,Mcclain,Unknown,Single Family,Unknown,Slab On Grade,1800.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1800.0
Oklahoma,Mcclain,Unknown,Single Family,Unknown,Slab On Grade,1912.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1912.0
Oklahoma,Mcclain,Unknown,Single Family,Unknown,Slab On Grade,2000.0,9,Safe Room/Wind Shelter,1.0,2017,2017-09-30,18000.0
Oklahoma,Mcclain,Unknown,Single Family,Unknown,Slab On Grade,1904.0,2,Safe Room/Wind Shelter,1.0,2017,2017-09-30,3808.0
Oklahoma,Mcclain,Unknown,Single Family,Unknown,Slab On Grade,2000.0,3,Safe Room/Wind Shelter,1.0,2017,2017-09-30,6000.0
Oklahoma,Mcclain,Unknown,Single Family,Unknown,Slab On Grade,1944.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1944.0
Oklahoma,Mcclain,Unknown,Single Family,Unknown,Slab On Grade,2000.0,7,Safe Room/Wind Shelter,1.0,2017,2017-09-30,14000.0
Oklahoma,Mcclain,Unknown,Single Family,Unknown,Slab On Grade,1987.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1987.0
Oklahoma,Mcclain,Unknown,Single Family,Unknown,Slab On Grade,2000.0,11,Safe Room/Wind Shelter,1.0,2017,2017-09-30,22000.0
Oklahoma,Mcclain,Unknown,Single Family,Unknown,Slab On Grade,1762.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1762.0
Oklahoma,Mcclain,Unknown,Single Family,Unknown,Slab On Grade,2000.0,8,Safe Room/Wind Shelter,1.0,2017,2017-09-30,16000.0
Oklahoma,Mcclain,Unknown,Single Family,Unknown,Slab On Grade,1762.0,4,Safe Room/Wind Shelter,1.0,2017,2017-09-30,7048.0
Oklahoma,Mcclain,Unknown,Single Family,Unknown,Slab On Grade,1800.0,2,Safe Room/Wind Shelter,1.0,2017,2017-09-30,3600.0
Oklahoma,Mcclain,Unknown,Single Family,Unknown,Slab On Grade,1875.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1875.0
Oklahoma,Mcintosh,Unknown,Single Family,Unknown,Slab On Grade,2000.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,2000.0
California,San Mateo,100%,Single Family,Owner Occupied - Principal Residence,Slab On Grade,465000.0,1,Acquisition/Demolition,1.0,2017,2017-09-30,465000.0
California,San Mateo,100%,Single Family,Owner Occupied - Principal Residence,Slab On Grade,1150000.0,1,Acquisition/Demolition,1.0,2017,2017-09-30,1150000.0
Kansas,Clay,Unknown,Multi-Family Dwelling - 5 Or More Units,Unknown,Basement,202081.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,202081.0
Kansas,Allen,Unknown,Non-Residential - Public,Unknown,Slab On Grade,637500.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,637500.0
Kansas,Lincoln,Unknown,Non-Residential - Public,Unknown,Slab On Grade,631829.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,631829.0
California,Contra Costa,Unknown,Non-Residential - Public,Unknown,Other (Specify In Comments),728443.0,1,Floodproofed,1.0,2017,2017-09-30,728443.0
California,San Diego,Unknown,Non-Residential - Private,Not Applicable,Slab On Grade,1.0,1,Other (Specify In Comments),1.0,2017,2017-09-30,1.0
Washington,Skagit,Unknown,Single Family,Owner Occupied - Principal Residence,Crawl Space,363760.0,1,Acquisition/Demolition,1.0,2017,2017-09-30,363760.0
Washington,Skagit,Unknown,Single Family,Owner Occupied - Principal Residence,Crawl Space,429832.0,1,Acquisition/Demolition,1.0,2017,2017-09-30,429832.0
Washington,Skagit,Unknown,Single Family,Owner Occupied - Principal Residence,Crawl Space,470665.0,1,Acquisition/Demolition,1.0,2017,2017-09-30,470665.0
Oklahoma,Tulsa,Unknown,Single Family,Owner Occupied - Principal Residence,Slab On Grade,133490.0,1,Acquisition/Demolition,1.0,2017,2017-09-30,133490.0
Oklahoma,Tulsa,50 - 99%,Single Family,Unknown,Slab On Grade,134050.0,1,Acquisition/Demolition,1.0,2017,2017-09-30,134050.0
Oklahoma,Tulsa,50 - 99%,Single Family,Unknown,Slab On Grade,142200.0,1,Acquisition/Demolition,1.0,2017,2017-09-30,142200.0
Oklahoma,Wagoner,Unknown,Manufactured Home,Unknown,Crawl Space,2000.0,2,Safe Room/Wind Shelter,1.0,2017,2017-09-30,4000.0
Oklahoma,Johnston,Unknown,Non-Residential - Public,Unknown,Other (Specify In Comments),799578.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,799578.0
Oklahoma,Payne,Unknown,Non-Residential - Public,Unknown,Slab On Grade,2156001.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,2156001.0
Oklahoma,Tulsa,Unknown,Single Family,Not Applicable,Slab On Grade,2000.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,2000.0
Oklahoma,Tillman,Unknown,Single Family,Owner Occupied - Principal Residence,Slab On Grade,2000.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,2000.0
Oklahoma,Tulsa,Unknown,Single Family,Owner Occupied - Principal Residence,Slab On Grade,2000.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,2000.0
Oklahoma,Tulsa,Unknown,Single Family,Owner Occupied - Principal Residence,Slab On Grade,2000.0,2,Safe Room/Wind Shelter,1.0,2017,2017-09-30,4000.0
Oklahoma,Tulsa,Unknown,Single Family,Owner Occupied - Principal Residence,Slab On Grade,2000.0,4,Safe Room/Wind Shelter,1.0,2017,2017-09-30,8000.0
Oklahoma,Wagoner,Unknown,Single Family,Owner Occupied - Principal Residence,Slab On Grade,2000.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,2000.0
Oklahoma,Tulsa,Unknown,Single Family,Unknown,Crawl Space,2000.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,2000.0
Oklahoma,Tulsa,Unknown,Single Family,Unknown,Other (Specify In Comments),2000.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,2000.0
Oklahoma,Tulsa,Unknown,Single Family,Unknown,Slab On Grade,2000.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,2000.0
Oklahoma,Tulsa,Unknown,Single Family,Unknown,Slab On Grade,200.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,200.0
Oklahoma,Tulsa,Unknown,Single Family,Unknown,Slab On Grade,2000.0,39,Safe Room/Wind Shelter,1.0,2017,2017-09-30,78000.0
Oklahoma,Tulsa,Unknown,Single Family,Unknown,Slab On Grade,1877.0,2,Safe Room/Wind Shelter,1.0,2017,2017-09-30,3754.0
Oklahoma,Tulsa,Unknown,Single Family,Unknown,Slab On Grade,1946.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1946.0
Oklahoma,Tulsa,Unknown,Single Family,Unknown,Slab On Grade,1975.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1975.0
Oklahoma,Tulsa,Unknown,Single Family,Unknown,Slab On Grade,2000.0,49,Safe Room/Wind Shelter,1.0,2017,2017-09-30,98000.0
Oklahoma,Wagoner,Unknown,Single Family,Unknown,Slab On Grade,2000.0,24,Safe Room/Wind Shelter,1.0,2017,2017-09-30,48000.0
Oklahoma,Bryan,Unknown,Vacant Land,Owner Occupied - Principal Residence,Slab On Grade,1943.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,1943.0
Oklahoma,Cleveland,Unknown,Vacant Land,Owner Occupied - Principal Residence,Slab On Grade,2000.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,2000.0
Oklahoma,Le Flore,Unknown,Vacant Land,Owner Occupied - Principal Residence,Slab On Grade,2000.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,2000.0
Oklahoma,Lincoln,Unknown,Vacant Land,Owner Occupied - Principal Residence,Slab On Grade,2000.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,2000.0
Oklahoma,Mayes,Unknown,Vacant Land,Owner Occupied - Principal Residence,Slab On Grade,2000.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,2000.0
Oklahoma,Muskogee,Unknown,Vacant Land,Owner Occupied - Principal Residence,Slab On Grade,2000.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,2000.0
Oklahoma,Oklahoma,Unknown,Vacant Land,Owner Occupied - Principal Residence,Slab On Grade,2000.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,2000.0
Oklahoma,Pottawatomie,Unknown,Vacant Land,Owner Occupied - Principal Residence,Slab On Grade,2000.0,1,Safe Room/Wind Shelter,1.0,2017,2017-09-30,2000.0
Missouri,Jefferson,50 - 99%,2-4 Family,Not Applicable,Slab On Grade,95000.0,1,Acquisition/Demolition,1.0,2017,2017-09-30,95000.0
Missouri,Jefferson,0 - 49%,2-4 Family,Owner Occupied - Principal Residence,Basement,105000.0,2,Acquisition/Demolition,1.0,2017,2017-09-30,210000.0
Missouri,Jefferson,50 - 99%,2-4 Family,Owner Occupied - Principal Residence,Basement,105000.0,3,Acquisition/Demolition,1.0,2017,2017-09-30,315000.0
Missouri,Phelps,50 - 99%,2-4 Family,Owner Occupied - Principal Residence,Basement,60000.0,1,Acquisition/Demolition,1.0,2017,2017-09-30,60000.0
Missouri,Phelps,50 - 99%,2-4 Family,Owner Occupied - Secondary Residence,Crawl Space,116000.0,1,Acquisition/Demolition,1.0,2017,2017-09-30,116000.0
Missouri,Ripley,50 - 99%,Manufactured Home,Owner Occupied - Principal Residence,Crawl Space,13673.0,1,Acquisition/Demolition,1.0,2017,2017-09-30,13673.0
