state,county,damageCategory,structureType,typeOfResidency,foundationType,actualAmountPaid,numberOfProperties,propertyAction,propertyPartOfProject,programFy,date_approved_proxy,totalMitigationCost
Georgia,Dougherty,0 - 49%,Single Family,Owner Occupied - Principal Residence,Slab On Grade,104100.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,104100.0
Georgia,Lee,0 - 49%,Single Family,Owner Occupied - Principal Residence,Slab On Grade,112349.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,112349.0
Georgia,Lee,0 - 49%,Single Family,Owner Occupied - Principal Residence,Slab On Grade,114940.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,114940.0
Georgia,Lee,0 - 49%,Single Family,Owner Occupied - Principal Residence,Slab On Grade,123200.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,123200.0
Georgia,Lee,0 - 49%,Single Family,Owner Occupied - Principal Residence,Slab On Grade,129234.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,129234.0
Georgia,Lee,0 - 49%,Single Family,Owner Occupied - Principal Residence,Slab On Grade,139900.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,139900.0
Georgia,Lee,Unknown,Single Family,Owner Occupied - Principal Residence,Slab On Grade,46100.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,46100.0
Georgia,Lee,Unknown,Single Family,Owner Occupied - Principal Residence,Slab On Grade,90242.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,90242.0
Georgia,Lee,Unknown,Single Family,Owner Occupied - Principal Residence,Slab On Grade,111500.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,111500.0
Georgia,Lee,Unknown,Single Family,Owner Occupied - Principal Residence,Slab On Grade,115003.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,115003.0
Georgia,Lee,Unknown,Single Family,Owner Occupied - Principal Residence,Slab On Grade,117153.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,117153.0
Georgia,Lee,Unknown,Single Family,Owner Occupied - Principal Residence,Slab On Grade,121200.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,121200.0
Georgia,Lee,Unknown,Single Family,Owner Occupied - Principal Residence,Slab On Grade,134200.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,134200.0
Georgia,Lee,Unknown,Single Family,Owner Occupied - Principal Residence,Slab On Grade,135000.0,2,Acquisition/Demolition,1.0,2000,2000-09-30,270000.0
Georgia,Lee,Unknown,Single Family,Owner Occupied - Principal Residence,Slab On Grade,135824.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,135824.0
Georgia,Lee,Unknown,Single Family,Owner Occupied - Principal Residence,Slab On Grade,148000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,148000.0
Georgia,Lee,Unknown,Single Family,Owner Occupied - Principal Residence,Slab On Grade,153189.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,153189.0
Georgia,Lee,Unknown,Single Family,Owner Occupied - Principal Residence,Slab On Grade,183401.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,183401.0
Georgia,Lee,Unknown,Single Family,Owner Occupied - Principal Residence,Slab On Grade,82812.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,82812.0
Georgia,Richmond,Unknown,Single Family,Owner Occupied - Principal Residence,Slab On Grade,42000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,42000.0
Georgia,Richmond,0 - 49%,Single Family,Owner Occupied - Principal Residence,Slab On Grade,150.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,150.0
Georgia,Richmond,Unknown,Single Family,Owner Occupied - Principal Residence,Slab On Grade,14800.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,14800.0
Georgia,Richmond,0 - 49%,Single Family,Owner Occupied - Principal Residence,Slab On Grade,64600.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,64600.0
Georgia,Richmond,Unknown,Single Family,Owner Occupied - Principal Residence,Slab On Grade,140000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,140000.0
Georgia,Gwinnett,Unknown,Single Family,Owner Occupied - Secondary Residence,Basement,93000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,93000.0
Georgia,Richmond,Unknown,Single Family,Owner Occupied - Secondary Residence,Crawl Space,20166.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,20166.0
Georgia,Richmond,Unknown,Single Family,Owner Occupied - Secondary Residence,Slab On Grade,4700.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,4700.0
Georgia,Richmond,Unknown,Single Family,Owner Occupied - Secondary Residence,Slab On Grade,8700.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,8700.0
Georgia,Richmond,Unknown,Single Family,Owner Occupied - Secondary Residence,Slab On Grade,104000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,104000.0
Georgia,Richmond,Unknown,Single Family,Owner Occupied - Secondary Residence,Slab On Grade,98000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,98000.0
Georgia,Chatham,0 - 49%,Single Family,Rental,Slab On Grade,80000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,80000.0
Georgia,Richmond,0 - 49%,Single Family,Rental,Slab On Grade,56600.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,56600.0
Georgia,Richmond,0 - 49%,Single Family,Unknown,Crawl Space,450.0,2,Acquisition/Demolition,1.0,2000,2000-09-30,900.0
Georgia,Richmond,0 - 49%,Single Family,Unknown,Slab On Grade,50086.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,50086.0
Georgia,Floyd,Unknown,Single Family,Owner Occupied - Principal Residence,Crawl Space,44743.0,1,Elevation,1.0,2000,2000-09-30,44743.0
Georgia,Richmond,Unknown,Single Family,Owner Occupied - Principal Residence,Crawl Space,51877.0,1,Unknown,1.0,2000,2000-09-30,51877.0
North Carolina,Pitt,50 - 99%,2-4 Family,Unknown,Crawl Space,20000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,20000.0
North Carolina,Bertie,100%,Manufactured Home,Owner Occupied - Principal Residence,Crawl Space,10000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,10000.0
North Carolina,Columbus,50 - 99%,Manufactured Home,Owner Occupied - Secondary Residence,Crawl Space,900.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,900.0
North Carolina,Lenoir,50 - 99%,Manufactured Home,Owner Occupied - Secondary Residence,Crawl Space,9900.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,9900.0
North Carolina,Bertie,50 - 99%,Manufactured Home,Unknown,Crawl Space,8000.0,2,Acquisition/Demolition,1.0,2000,2000-09-30,16000.0
North Carolina,Bertie,50 - 99%,Manufactured Home,Unknown,Crawl Space,8500.0,4,Acquisition/Demolition,1.0,2000,2000-09-30,34000.0
North Carolina,Bertie,50 - 99%,Manufactured Home,Unknown,Crawl Space,9000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,9000.0
North Carolina,Bertie,50 - 99%,Manufactured Home,Unknown,Crawl Space,10000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,10000.0
North Carolina,Bertie,50 - 99%,Manufactured Home,Unknown,Crawl Space,10500.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,10500.0
North Carolina,Lenoir,50 - 99%,Manufactured Home,Unknown,Crawl Space,1500.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,1500.0
North Carolina,Lenoir,50 - 99%,Manufactured Home,Unknown,Crawl Space,13100.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,13100.0
North Carolina,Lenoir,50 - 99%,Manufactured Home,Unknown,Crawl Space,14900.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,14900.0
North Carolina,Lenoir,50 - 99%,Manufactured Home,Unknown,Crawl Space,4700.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,4700.0
North Carolina,Pitt,50 - 99%,Manufactured Home,Unknown,Crawl Space,12500.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,12500.0
North Carolina,Pitt,50 - 99%,Manufactured Home,Unknown,Crawl Space,5000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,5000.0
North Carolina,Pitt,50 - 99%,Manufactured Home,Unknown,Crawl Space,6500.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,6500.0
North Carolina,Pitt,50 - 99%,Manufactured Home,Unknown,Crawl Space,8500.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,8500.0
North Carolina,Pitt,50 - 99%,Manufactured Home,Unknown,Crawl Space,9000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,9000.0
North Carolina,Pitt,50 - 99%,Manufactured Home,Unknown,Crawl Space,12000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,12000.0
North Carolina,Pitt,50 - 99%,Manufactured Home,Unknown,Crawl Space,18538.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,18538.0
North Carolina,Pitt,50 - 99%,Manufactured Home,Unknown,Crawl Space,32000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,32000.0
North Carolina,Pitt,50 - 99%,Manufactured Home,Unknown,Crawl Space,17500.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,17500.0
North Carolina,Pitt,50 - 99%,Manufactured Home,Unknown,Crawl Space,24300.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,24300.0
North Carolina,Caldwell,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,745000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,745000.0
North Carolina,Pitt,0 - 49%,Other (Specify In Comments),Not Applicable,Other (Specify In Comments),188096.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,188096.0
North Carolina,Edgecombe,50 - 99%,Single Family,Not Applicable,Crawl Space,19000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,19000.0
North Carolina,Edgecombe,50 - 99%,Single Family,Not Applicable,Crawl Space,18179.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,18179.0
North Carolina,Pitt,50 - 99%,Single Family,Not Applicable,Crawl Space,28000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,28000.0
North Carolina,Bertie,50 - 99%,Single Family,Owner Occupied - Principal Residence,Crawl Space,27333.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,27333.0
North Carolina,Edgecombe,50 - 99%,Single Family,Owner Occupied - Principal Residence,Crawl Space,22000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,22000.0
North Carolina,Wilson,Unknown,Single Family,Owner Occupied - Principal Residence,Crawl Space,74000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,74000.0
North Carolina,Columbus,50 - 99%,Single Family,Owner Occupied - Secondary Residence,Crawl Space,37200.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,37200.0
North Carolina,Columbus,50 - 99%,Single Family,Owner Occupied - Secondary Residence,Crawl Space,40200.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,40200.0
North Carolina,Columbus,50 - 99%,Single Family,Owner Occupied - Secondary Residence,Crawl Space,40800.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,40800.0
North Carolina,Columbus,50 - 99%,Single Family,Owner Occupied - Secondary Residence,Crawl Space,42700.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,42700.0
North Carolina,Columbus,50 - 99%,Single Family,Owner Occupied - Secondary Residence,Crawl Space,38800.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,38800.0
North Carolina,Wilson,Unknown,Single Family,Rental,Basement,74500.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,74500.0
North Carolina,Beaufort,50 - 99%,Single Family,Rental,Crawl Space,20000.0,2,Acquisition/Demolition,1.0,2000,2000-09-30,40000.0
North Carolina,Beaufort,50 - 99%,Single Family,Rental,Crawl Space,22000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,22000.0
North Carolina,Beaufort,50 - 99%,Single Family,Rental,Crawl Space,45000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,45000.0
North Carolina,Beaufort,50 - 99%,Single Family,Rental,Crawl Space,48000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,48000.0
North Carolina,Wilson,Unknown,Single Family,Rental,Crawl Space,40000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,40000.0
North Carolina,Wilson,Unknown,Single Family,Rental,Crawl Space,41000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,41000.0
North Carolina,Wilson,Unknown,Single Family,Rental,Crawl Space,42000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,42000.0
North Carolina,Wilson,Unknown,Single Family,Rental,Crawl Space,44000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,44000.0
North Carolina,Wilson,Unknown,Single Family,Rental,Crawl Space,45000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,45000.0
North Carolina,Wilson,Unknown,Single Family,Rental,Crawl Space,46000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,46000.0
North Carolina,Bertie,50 - 99%,Single Family,Unknown,Crawl Space,11000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,11000.0
North Carolina,Bertie,50 - 99%,Single Family,Unknown,Crawl Space,15000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,15000.0
North Carolina,Bertie,50 - 99%,Single Family,Unknown,Crawl Space,32000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,32000.0
North Carolina,Bertie,50 - 99%,Single Family,Unknown,Crawl Space,52000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,52000.0
North Carolina,Bertie,50 - 99%,Single Family,Unknown,Crawl Space,67500.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,67500.0
North Carolina,Lenoir,50 - 99%,Single Family,Unknown,Crawl Space,18600.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,18600.0
North Carolina,Lenoir,50 - 99%,Single Family,Unknown,Crawl Space,20100.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,20100.0
North Carolina,Lenoir,50 - 99%,Single Family,Unknown,Crawl Space,20600.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,20600.0
North Carolina,Lenoir,50 - 99%,Single Family,Unknown,Crawl Space,22700.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,22700.0
North Carolina,Pitt,50 - 99%,Single Family,Unknown,Crawl Space,20000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,20000.0
North Carolina,Pitt,50 - 99%,Single Family,Unknown,Crawl Space,6927.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,6927.0
North Carolina,Pitt,50 - 99%,Single Family,Unknown,Crawl Space,17100.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,17100.0
North Carolina,Pitt,50 - 99%,Single Family,Unknown,Crawl Space,19389.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,19389.0
North Carolina,Pitt,50 - 99%,Single Family,Unknown,Crawl Space,20500.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,20500.0
North Carolina,Pitt,50 - 99%,Single Family,Unknown,Crawl Space,21000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,21000.0
North Carolina,Pitt,50 - 99%,Single Family,Unknown,Crawl Space,24000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,24000.0
North Carolina,Pitt,50 - 99%,Single Family,Unknown,Crawl Space,26500.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,26500.0
North Carolina,Pitt,50 - 99%,Single Family,Unknown,Crawl Space,34174.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,34174.0
North Carolina,Pitt,50 - 99%,Single Family,Unknown,Crawl Space,19000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,19000.0
North Carolina,Pitt,50 - 99%,Single Family,Unknown,"Elevated On Piers, Piles, Posts Or Columns",18729.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,18729.0
North Carolina,Bertie,50 - 99%,Single Family,Unknown,Slab On Grade,30000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,30000.0
North Carolina,Pitt,50 - 99%,Single Family,Unknown,Slab On Grade,16000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,16000.0
North Carolina,Pitt,50 - 99%,Single Family,Unknown,Slab On Grade,21200.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,21200.0
South Carolina,Kershaw,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,270143.0,1,Safe Room/Wind Shelter,1.0,2000,2000-09-30,270143.0
South Carolina,Horry,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,5636.0,1,Wildfire Retrofit,1.0,2000,2000-09-30,5636.0
South Carolina,Horry,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,11953.0,1,Wildfire Retrofit,1.0,2000,2000-09-30,11953.0
South Carolina,Horry,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,36223.0,1,Wildfire Retrofit,1.0,2000,2000-09-30,36223.0
South Carolina,Horry,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,40754.0,1,Wildfire Retrofit,1.0,2000,2000-09-30,40754.0
South Carolina,Horry,Unknown,Non-Residential - Public,Not Applicable,Basement,2403.0,1,Wind Retrofit,1.0,2000,2000-09-30,2403.0
South Carolina,Charleston,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,35521.0,1,Wind Retrofit,1.0,2000,2000-09-30,35521.0
South Carolina,Charleston,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,20463.0,1,Wind Retrofit,1.0,2000,2000-09-30,20463.0
South Carolina,Charleston,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,36330.0,1,Wind Retrofit,1.0,2000,2000-09-30,36330.0
South Carolina,Charleston,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,43835.0,1,Wind Retrofit,1.0,2000,2000-09-30,43835.0
South Carolina,Chester,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,7200.0,1,Wind Retrofit,1.0,2000,2000-09-30,7200.0
South Carolina,Chester,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,14850.0,1,Wind Retrofit,1.0,2000,2000-09-30,14850.0
South Carolina,Colleton,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,118000.0,1,Wind Retrofit,1.0,2000,2000-09-30,118000.0
South Carolina,Florence,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,4009.0,1,Wind Retrofit,1.0,2000,2000-09-30,4009.0
South Carolina,Florence,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,5295.0,1,Wind Retrofit,1.0,2000,2000-09-30,5295.0
South Carolina,Florence,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,6696.0,1,Wind Retrofit,1.0,2000,2000-09-30,6696.0
South Carolina,Hampton,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,8843.0,1,Wind Retrofit,1.0,2000,2000-09-30,8843.0
South Carolina,Horry,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,578.0,1,Wind Retrofit,1.0,2000,2000-09-30,578.0
South Carolina,Horry,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,1982.0,1,Wind Retrofit,1.0,2000,2000-09-30,1982.0
South Carolina,Horry,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,5066.0,1,Wind Retrofit,1.0,2000,2000-09-30,5066.0
South Carolina,Horry,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,8593.0,1,Wind Retrofit,1.0,2000,2000-09-30,8593.0
South Carolina,Horry,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,8625.0,1,Wind Retrofit,1.0,2000,2000-09-30,8625.0
South Carolina,Horry,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,9962.0,1,Wind Retrofit,1.0,2000,2000-09-30,9962.0
South Carolina,Horry,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,16620.0,1,Wind Retrofit,1.0,2000,2000-09-30,16620.0
South Carolina,Horry,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,1748.0,1,Wind Retrofit,1.0,2000,2000-09-30,1748.0
South Carolina,Horry,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,0.0,2,Wind Retrofit,1.0,2000,2000-09-30,0.0
South Carolina,Horry,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,258586.0,1,Wind Retrofit,1.0,2000,2000-09-30,258586.0
South Carolina,Horry,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,354.0,1,Wind Retrofit,1.0,2000,2000-09-30,354.0
South Carolina,Horry,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,97020.0,1,Wind Retrofit,1.0,2000,2000-09-30,97020.0
South Carolina,Horry,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,136400.0,1,Wind Retrofit,1.0,2000,2000-09-30,136400.0
South Carolina,Horry,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,978.0,1,Wind Retrofit,1.0,2000,2000-09-30,978.0
South Carolina,Horry,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,7663.0,1,Wind Retrofit,1.0,2000,2000-09-30,7663.0
South Carolina,Horry,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,72466.0,1,Wind Retrofit,1.0,2000,2000-09-30,72466.0
South Carolina,Horry,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,5182.0,1,Wind Retrofit,1.0,2000,2000-09-30,5182.0
South Carolina,Horry,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,13638.0,1,Wind Retrofit,1.0,2000,2000-09-30,13638.0
South Carolina,Horry,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,15571.0,1,Wind Retrofit,1.0,2000,2000-09-30,15571.0
South Carolina,Horry,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,39720.0,1,Wind Retrofit,1.0,2000,2000-09-30,39720.0
South Carolina,Jasper,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,2897.0,1,Wind Retrofit,1.0,2000,2000-09-30,2897.0
South Carolina,Jasper,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,36692.0,1,Wind Retrofit,1.0,2000,2000-09-30,36692.0
South Carolina,Jasper,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,49681.0,1,Wind Retrofit,1.0,2000,2000-09-30,49681.0
South Carolina,Jasper,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,8448.0,1,Wind Retrofit,1.0,2000,2000-09-30,8448.0
South Carolina,Orangeburg,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,8798.0,1,Wind Retrofit,1.0,2000,2000-09-30,8798.0
South Carolina,Orangeburg,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,50986.0,1,Wind Retrofit,1.0,2000,2000-09-30,50986.0
South Carolina,Orangeburg,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,78440.0,1,Wind Retrofit,1.0,2000,2000-09-30,78440.0
South Carolina,Williamsburg,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,8074.0,1,Wind Retrofit,1.0,2000,2000-09-30,8074.0
Louisiana,Ouachita,0 - 49%,Single Family,Owner Occupied - Principal Residence,Slab On Grade,100000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,100000.0
Georgia,Crisp,Unknown,Non-Residential - Public,Unknown,Slab On Grade,302219.0,1,Safe Room/Wind Shelter,1.0,2000,2000-09-30,302219.0
Georgia,Bulloch,Unknown,Non-Residential - Private,Other (Specify In Comments),Other (Specify In Comments),14094.0,1,Wind Retrofit,1.0,2000,2000-09-30,14094.0
Georgia,Chatham,Unknown,Non-Residential - Public,Not Applicable,Basement,75132.0,1,Wind Retrofit,1.0,2000,2000-09-30,75132.0
Georgia,Jasper,Unknown,Non-Residential - Public,Not Applicable,Other (Specify In Comments),53290.0,1,Wind Retrofit,1.0,2000,2000-09-30,53290.0
Georgia,Ware,Unknown,Non-Residential - Public,Not Applicable,Other (Specify In Comments),31008.0,1,Wind Retrofit,1.0,2000,2000-09-30,31008.0
Georgia,Glynn,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,64875.0,1,Wind Retrofit,1.0,2000,2000-09-30,64875.0
Georgia,Glynn,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,27361.0,1,Wind Retrofit,1.0,2000,2000-09-30,27361.0
Georgia,Bulloch,Unknown,Non-Residential - Public,Other (Specify In Comments),Other (Specify In Comments),591.0,1,Wind Retrofit,1.0,2000,2000-09-30,591.0
Georgia,Bulloch,Unknown,Non-Residential - Public,Other (Specify In Comments),Other (Specify In Comments),2257.0,1,Wind Retrofit,1.0,2000,2000-09-30,2257.0
Georgia,Bulloch,Unknown,Non-Residential - Public,Other (Specify In Comments),Other (Specify In Comments),5612.0,1,Wind Retrofit,1.0,2000,2000-09-30,5612.0
Georgia,Bulloch,Unknown,Non-Residential - Public,Other (Specify In Comments),Other (Specify In Comments),7922.0,1,Wind Retrofit,1.0,2000,2000-09-30,7922.0
Georgia,Bulloch,Unknown,Non-Residential - Public,Other (Specify In Comments),Other (Specify In Comments),12639.0,1,Wind Retrofit,1.0,2000,2000-09-30,12639.0
Georgia,Bulloch,Unknown,Non-Residential - Public,Other (Specify In Comments),Other (Specify In Comments),13703.0,1,Wind Retrofit,1.0,2000,2000-09-30,13703.0
Georgia,Bulloch,Unknown,Non-Residential - Public,Other (Specify In Comments),Other (Specify In Comments),22820.0,1,Wind Retrofit,1.0,2000,2000-09-30,22820.0
Georgia,Bulloch,Unknown,Non-Residential - Public,Other (Specify In Comments),Other (Specify In Comments),49432.0,1,Wind Retrofit,1.0,2000,2000-09-30,49432.0
Georgia,Decatur,Unknown,Non-Residential - Public,Unknown,Other (Specify In Comments),10523.0,1,Wind Retrofit,1.0,2000,2000-09-30,10523.0
Georgia,Decatur,Unknown,Non-Residential - Public,Unknown,Slab On Grade,0.0,1,Wind Retrofit,1.0,2000,2000-09-30,0.0
Georgia,Decatur,Unknown,Non-Residential - Public,Unknown,Slab On Grade,2231.0,3,Wind Retrofit,1.0,2000,2000-09-30,6693.0
Georgia,Appling,Unknown,Other (Specify In Comments),Unknown,Slab On Grade,8318.0,1,Wind Retrofit,1.0,2000,2000-09-30,8318.0
Georgia,Bacon,Unknown,Other (Specify In Comments),Unknown,Slab On Grade,13812.0,1,Wind Retrofit,1.0,2000,2000-09-30,13812.0
Georgia,Decatur,Unknown,Other (Specify In Comments),Unknown,Slab On Grade,10523.0,1,Wind Retrofit,1.0,2000,2000-09-30,10523.0
Georgia,Long,Unknown,Other (Specify In Comments),Unknown,Slab On Grade,13812.0,1,Wind Retrofit,1.0,2000,2000-09-30,13812.0
Georgia,Turner,Unknown,Other (Specify In Comments),Unknown,Slab On Grade,8028.0,1,Wind Retrofit,1.0,2000,2000-09-30,8028.0
Alaska,Valdez-Cordova (Ca),Unknown,Non-Residential - Private,Not Applicable,Slab On Grade,37500.0,1,Acquisition/Relocation,1.0,2000,2000-09-30,37500.0
Alaska,Valdez-Cordova (Ca),Unknown,Non-Residential - Private,Not Applicable,Slab On Grade,42000.0,1,Acquisition/Relocation,1.0,2000,2000-09-30,42000.0
Alaska,Valdez-Cordova (Ca),Unknown,Other (Specify In Comments),Not Applicable,Other (Specify In Comments),37800.0,1,Acquisition/Relocation,1.0,2000,2000-09-30,37800.0
Alaska,Valdez-Cordova (Ca),Unknown,Other (Specify In Comments),Not Applicable,Other (Specify In Comments),378000.0,1,Acquisition/Relocation,1.0,2000,2000-09-30,378000.0
Alaska,Valdez-Cordova (Ca),Unknown,Single Family,Owner Occupied - Principal Residence,"Elevated On Piers, Piles, Posts Or Columns",37800.0,1,Acquisition/Relocation,1.0,2000,2000-09-30,37800.0
Alaska,Valdez-Cordova (Ca),Unknown,Single Family,Owner Occupied - Principal Residence,"Elevated On Piers, Piles, Posts Or Columns",58800.0,1,Acquisition/Relocation,1.0,2000,2000-09-30,58800.0
